is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,owner_reputation,owner_user_id,owner_user_type,owner_accept_rate,owner_profile_image,owner_display_name,owner_link,last_edit_date,community_owned_date,insert_date
True,0,1653822063,1653822063,72423048,72410874,CC BY-SA 4.0,137,18384775,registered,,https://i.stack.imgur.com/zMqH5.jpg?s=256&g=1,Royce Anton Jose,https://stackoverflow.com/users/18384775/royce-anton-jose,,,2022-05-27
False,1,1653801954,1653649461,72404408,72404080,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653801954.0,,2022-05-27
True,1,1653801908,1653664647,72407586,72407428,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653801908.0,,2022-05-27
False,0,1653792211,1653792211,72420559,72405337,CC BY-SA 4.0,59,19191829,registered,,https://www.gravatar.com/avatar/001e3e02e26a8e7a0716152f32037063?s=256&d=identicon&r=PG,AKS,https://stackoverflow.com/users/19191829/aks,,,2022-05-27
False,0,1653782082,1653782082,72420016,72405529,CC BY-SA 4.0,59,19191829,registered,,https://www.gravatar.com/avatar/001e3e02e26a8e7a0716152f32037063?s=256&d=identicon&r=PG,AKS,https://stackoverflow.com/users/19191829/aks,,,2022-05-27
False,0,1653747309,1653746885,72416327,72409047,CC BY-SA 4.0,20346,13107804,registered,,https://www.gravatar.com/avatar/5a25757931e5c505af2dfa83c097b75a?s=256&d=identicon&r=PG&f=1,r-beginners,https://stackoverflow.com/users/13107804/r-beginners,1653747309.0,,2022-05-27
True,0,1653745361,1653745361,72416166,72410042,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
False,0,1653735926,1653735926,72415135,72410540,CC BY-SA 4.0,3126,1641381,registered,,https://i.stack.imgur.com/crUHq.jpg?s=256&g=1,kevinsa5,https://stackoverflow.com/users/1641381/kevinsa5,,,2022-05-27
True,1,1653729937,1653729937,72414452,72403810,CC BY-SA 4.0,5446,11246056,registered,,https://i.stack.imgur.com/dmC60.jpg?s=256&g=1,Laurent,https://stackoverflow.com/users/11246056/laurent,,,2022-05-27
False,0,1653722062,1653722062,72413653,72405462,CC BY-SA 4.0,5446,11246056,registered,,https://i.stack.imgur.com/dmC60.jpg?s=256&g=1,Laurent,https://stackoverflow.com/users/11246056/laurent,,,2022-05-27
False,2,1653712510,1653712510,72412875,72410286,CC BY-SA 4.0,388,17294911,registered,,https://www.gravatar.com/avatar/6ad9ce658bd044e0b1631b3826ec4cb2?s=256&d=identicon&r=PG,Capybara,https://stackoverflow.com/users/17294911/capybara,,,2022-05-27
False,1,1653700305,1653700305,72412249,72411942,CC BY-SA 4.0,288,12031421,registered,,https://www.gravatar.com/avatar/e42ce76ced2ec363994bb550bbb1c32a?s=256&d=identicon&r=PG&f=1,sog,https://stackoverflow.com/users/12031421/sog,,,2022-05-27
False,0,1653698137,1653696019,72412020,72411918,CC BY-SA 4.0,380,16407480,registered,,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,1653698137.0,,2022-05-27
False,0,1653697864,1653697864,72412130,72405397,CC BY-SA 4.0,1729,11472761,registered,,https://www.gravatar.com/avatar/c3c5cf18ded1ea4751179cd9754ea71a?s=256&d=identicon&r=PG&f=1,Riley,https://stackoverflow.com/users/11472761/riley,,,2022-05-27
False,0,1653697327,1653697327,72412099,72411918,CC BY-SA 4.0,139,8108482,registered,,https://www.gravatar.com/avatar/c09040e049a385199772bc2d58aa2fe7?s=256&d=identicon&r=PG&f=1,wordinone,https://stackoverflow.com/users/8108482/wordinone,,,2022-05-27
False,0,1653693217,1653693217,72411827,72411344,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,5,1653691885,1653691115,72411671,72411501,CC BY-SA 4.0,82425,2538939,registered,50.0,https://www.gravatar.com/avatar/876f7ddaf27a16c17a62b8a9705b45f1?s=256&d=identicon&r=PG&f=1,Code Different,https://stackoverflow.com/users/2538939/code-different,1653691885.0,,2022-05-27
True,5,1653691162,1653691162,72411676,72411565,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
False,0,1653687662,1653687662,72411329,72411105,CC BY-SA 4.0,26,18762096,registered,,https://www.gravatar.com/avatar/2ab1aa4605043bbf2bcc5230ab34afc4?s=256&d=identicon&r=PG,Cesare Farina Busetto,https://stackoverflow.com/users/18762096/cesare-farina-busetto,,,2022-05-27
True,1,1653686844,1653676580,72409767,72409566,CC BY-SA 4.0,4392,18135454,registered,,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,1653686844.0,,2022-05-27
False,0,1653685957,1653685957,72411131,72410991,CC BY-SA 4.0,76,13738632,registered,,https://i.stack.imgur.com/YjHDH.png?s=256&g=1,fiddy,https://stackoverflow.com/users/13738632/fiddy,,,2022-05-27
True,1,1653685775,1653685775,72411108,72410579,CC BY-SA 4.0,26,18762096,registered,,https://www.gravatar.com/avatar/2ab1aa4605043bbf2bcc5230ab34afc4?s=256&d=identicon&r=PG,Cesare Farina Busetto,https://stackoverflow.com/users/18762096/cesare-farina-busetto,,,2022-05-27
False,0,1653685688,1653685688,72411097,72410991,CC BY-SA 4.0,151,18927125,registered,,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-27
False,0,1653685682,1653685682,72411096,72410991,CC BY-SA 4.0,1,19217061,registered,,https://www.gravatar.com/avatar/be15cf6fe8713fe7ad6f9de8140ac735?s=256&d=identicon&r=PG,Andrew W,https://stackoverflow.com/users/19217061/andrew-w,,,2022-05-27
False,0,1653684777,1653684777,72410970,72408031,CC BY-SA 4.0,76,13738632,registered,,https://i.stack.imgur.com/YjHDH.png?s=256&g=1,fiddy,https://stackoverflow.com/users/13738632/fiddy,,,2022-05-27
False,1,1653683657,1653683657,72410815,72410724,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
True,1,1653683447,1653683447,72410783,72410724,CC BY-SA 4.0,133376,6361531,registered,80.0,https://i.stack.imgur.com/BRRGS.png?s=256&g=1,Scott Boston,https://stackoverflow.com/users/6361531/scott-boston,,,2022-05-27
True,2,1653683001,1653681004,72410424,72409991,CC BY-SA 4.0,380,16407480,registered,,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,1653683001.0,,2022-05-27
False,0,1653682872,1653682872,72410691,72409691,CC BY-SA 4.0,31,13512980,registered,,https://i.stack.imgur.com/5g3x2.jpg?s=256&g=1,marinovik,https://stackoverflow.com/users/13512980/marinovik,,,2022-05-27
True,2,1653682806,1653624797,72400398,72400333,CC BY-SA 4.0,2224,19123103,registered,,https://www.gravatar.com/avatar/68bb264e545b3367adad647a251e9fe6?s=256&d=identicon&r=PG&f=1,not a robot,https://stackoverflow.com/users/19123103/not-a-robot,1653682806.0,,2022-05-27
True,1,1653681049,1653681049,72410429,72410385,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
False,0,1653680688,1653680688,72410373,72407290,CC BY-SA 4.0,151,18927125,registered,,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-27
False,-1,1653679680,1653679680,72410228,72410081,CC BY-SA 4.0,94,1486344,registered,,https://www.gravatar.com/avatar/c4a235a232235cf90b651dde3a2cdc53?s=256&d=identicon&r=PG,Leonardo,https://stackoverflow.com/users/1486344/leonardo,,,2022-05-27
True,2,1653679533,1653679200,72410144,72410081,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,1653679533.0,,2022-05-27
True,0,1653678585,1653661408,72406913,72406852,CC BY-SA 4.0,65,17274958,registered,,https://www.gravatar.com/avatar/cedfdf9ffcb5475116cf6fbeb8ced327?s=256&d=identicon&r=PG,Felipe Mezzarana,https://stackoverflow.com/users/17274958/felipe-mezzarana,1653678585.0,,2022-05-27
True,1,1653678270,1653673337,72409224,72400327,CC BY-SA 4.0,43827,7758804,registered,,https://i.stack.imgur.com/UBA7j.jpg?s=256&g=1,Trenton McKinney,https://stackoverflow.com/users/7758804/trenton-mckinney,1653678270.0,,2022-05-27
False,0,1653678223,1653678223,72410009,72409905,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
False,0,1653677112,1653677112,72409852,72409691,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
False,1,1653676260,1653676260,72409709,72409566,CC BY-SA 4.0,82425,2538939,registered,50.0,https://www.gravatar.com/avatar/876f7ddaf27a16c17a62b8a9705b45f1?s=256&d=identicon&r=PG&f=1,Code Different,https://stackoverflow.com/users/2538939/code-different,,,2022-05-27
True,1,1653675893,1653667924,72408266,72407240,CC BY-SA 4.0,462,5400562,registered,100.0,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,1653675893.0,,2022-05-27
True,2,1653675750,1653675750,72409623,72407244,CC BY-SA 4.0,3853,2246849,registered,,https://www.gravatar.com/avatar/a9e18fe57768aea9ee73c0ef8eb8474b?s=256&d=identicon&r=PG,user2246849,https://stackoverflow.com/users/2246849/user2246849,,,2022-05-27
True,0,1653675743,1653674903,72409480,72408990,CC BY-SA 4.0,462,5400562,registered,100.0,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,1653675743.0,,2022-05-27
True,2,1653675383,1653675383,72409559,72409432,CC BY-SA 4.0,462,5400562,registered,100.0,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,,,2022-05-27
True,1,1653675073,1653675073,72409503,72409440,CC BY-SA 4.0,12651,4718350,registered,75.0,https://lh6.googleusercontent.com/-CxgNhC_5nUE/AAAAAAAAAAI/AAAAAAAAP78/9FTapxcd2dY/photo.jpg?sz=256,Chris,https://stackoverflow.com/users/4718350/chris,,,2022-05-27
False,0,1653673208,1653672981,72409165,72409009,CC BY-SA 4.0,26,9189224,registered,,https://www.gravatar.com/avatar/5c677c3898faeee4ef8c4b844413663d?s=256&d=identicon&r=PG&f=1,Jyoti Thakkar,https://stackoverflow.com/users/9189224/jyoti-thakkar,1653673208.0,,2022-05-27
True,0,1653673162,1653673162,72409203,72409009,CC BY-SA 4.0,76,13738632,registered,,https://i.stack.imgur.com/YjHDH.png?s=256&g=1,fiddy,https://stackoverflow.com/users/13738632/fiddy,,,2022-05-27
True,0,1653673097,1653673097,72409189,72409083,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
False,1,1653672488,1653672488,72409072,72408709,CC BY-SA 4.0,2971,6580543,registered,,https://www.gravatar.com/avatar/5c2d26bb59afa57a4a08d5000af6391d?s=256&d=identicon&r=PG&f=1,mitoRibo,https://stackoverflow.com/users/6580543/mitoribo,,,2022-05-27
False,0,1653670106,1653670106,72408668,72408208,CC BY-SA 4.0,69,17099768,registered,,https://www.gravatar.com/avatar/929d3fd4f53cac934940dc9d58b66c4b?s=256&d=identicon&r=PG,yeff,https://stackoverflow.com/users/17099768/yeff,,,2022-05-27
False,1,1653669739,1653669739,72408610,72408563,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
False,0,1653669623,1653657443,72406084,72405793,CC BY-SA 4.0,4392,18135454,registered,,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,1653669623.0,,2022-05-27
True,2,1653669154,1653667950,72408274,72408051,CC BY-SA 4.0,668751,1491895,registered,69.0,https://www.gravatar.com/avatar/82f9e178a16364bf561d0ed4da09a35d?s=256&d=identicon&r=PG,Barmar,https://stackoverflow.com/users/1491895/barmar,1653669154.0,,2022-05-27
False,1,1653667892,1653667892,72408261,72408051,CC BY-SA 4.0,291,7120039,registered,,https://www.gravatar.com/avatar/ef2e5350e4570114151e17adec365bbd?s=256&d=identicon&r=PG&f=1,zodiac,https://stackoverflow.com/users/7120039/zodiac,,,2022-05-27
False,0,1653666603,1653666603,72408011,72407612,CC BY-SA 4.0,49150,8380272,registered,,https://lh5.googleusercontent.com/-3ZL-hcLCA44/AAAAAAAAAAI/AAAAAAAAAag/L1xahsLXycQ/photo.jpg?sz=256,onyambu,https://stackoverflow.com/users/8380272/onyambu,,,2022-05-27
False,0,1653666489,1653666489,72407982,72407612,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
True,0,1653666005,1653666005,72407872,72407826,CC BY-SA 4.0,49150,8380272,registered,,https://lh5.googleusercontent.com/-3ZL-hcLCA44/AAAAAAAAAAI/AAAAAAAAAag/L1xahsLXycQ/photo.jpg?sz=256,onyambu,https://stackoverflow.com/users/8380272/onyambu,,,2022-05-27
True,1,1653665814,1653662842,72407180,72406967,CC BY-SA 4.0,12398,14460824,registered,,https://i.stack.imgur.com/peh8Z.png?s=256&g=1,HedgeHog,https://stackoverflow.com/users/14460824/hedgehog,1653665814.0,,2022-05-27
False,2,1653665791,1653665763,72407818,72407428,CC BY-SA 4.0,21,19215298,unregistered,,https://www.gravatar.com/avatar/cf8e8fe804d9c6dfb11db9fc0ac254ab?s=256&d=identicon&r=PG,guest,https://stackoverflow.com/users/19215298/guest,1653665791.0,,2022-05-27
False,1,1653665216,1653664426,72407538,72407244,CC BY-SA 4.0,21106,1977847,registered,,https://i.stack.imgur.com/2zWQh.png?s=256&g=1,H&#229;ken Lid,https://stackoverflow.com/users/1977847/h%c3%a5ken-lid,1653665216.0,,2022-05-27
True,0,1653664994,1653664994,72407656,72407463,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
True,1,1653663157,1653663157,72407248,72407223,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
True,1,1653663116,1653663116,72407236,72404560,CC BY-SA 4.0,9769,3080723,registered,,https://www.gravatar.com/avatar/99752acfe2e3ef55a82b497faa783847?s=256&d=identicon&r=PG&f=1,Stef,https://stackoverflow.com/users/3080723/stef,,,2022-05-27
True,2,1653662620,1653662620,72407141,72406933,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-27
True,0,1653661999,1653661999,72407019,72406892,CC BY-SA 4.0,4392,18135454,registered,,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,,,2022-05-27
False,1,1653661650,1653661650,72406958,72406892,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
True,1,1653657303,1653657303,72406047,72405418,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-27
False,1,1653657188,1653657188,72406022,72403450,CC BY-SA 4.0,4188,7212929,registered,60.0,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,,2022-05-27
True,2,1653656318,1653655405,72405633,72405003,CC BY-SA 4.0,380,16407480,registered,,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,1653656318.0,,2022-05-27
True,1,1653654883,1653654883,72405536,72405480,CC BY-SA 4.0,14438,11897007,registered,,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,,,2022-05-27
False,-1,1653654493,1653650535,72404643,72403450,CC BY-SA 4.0,674,18160754,registered,,https://lh3.googleusercontent.com/a-/AOh14GihZ5KbjU8E_Elh5ap0QuvUSEGW7meKFs4xqRa-zg=k-s256,Ze&#39;ev Ben-Tsvi,https://stackoverflow.com/users/18160754/zeev-ben-tsvi,1653654493.0,,2022-05-27
True,0,1653653513,1653653150,72405202,72404878,CC BY-SA 4.0,8446,3190076,registered,86.0,https://i.stack.imgur.com/hXPhP.jpg?s=256&g=1,alec_djinn,https://stackoverflow.com/users/3190076/alec-djinn,1653653513.0,,2022-05-27
False,1,1653652665,1653652665,72405085,72405003,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,1653652665.0,2022-05-27
True,1,1653652321,1653648660,72404237,72403929,CC BY-SA 4.0,3138,4248842,registered,88.0,https://www.gravatar.com/avatar/c4cd63b9a6ab95b0f9b7be78c8969aac?s=256&d=identicon&r=PG&f=1,Mortz,https://stackoverflow.com/users/4248842/mortz,1653652321.0,,2022-05-27
False,1,1653650820,1653650467,72404619,72404080,CC BY-SA 4.0,14439,1864294,registered,77.0,https://www.gravatar.com/avatar/2b93a0614502fce3ed01786e631b0cb6?s=256&d=identicon&r=PG,Michael Dorner,https://stackoverflow.com/users/1864294/michael-dorner,1653650820.0,,2022-05-27
False,0,1653650496,1653650496,72404626,72404080,CC BY-SA 4.0,14039,3066077,registered,,https://graph.facebook.com/1666991815/picture?type=large,DarrylG,https://stackoverflow.com/users/3066077/darrylg,,,2022-05-27
True,1,1653649901,1653649901,72404481,72404122,CC BY-SA 4.0,126,15863196,registered,,https://i.stack.imgur.com/SxOkJ.png?s=256&g=1,Masoud Gheisari,https://stackoverflow.com/users/15863196/masoud-gheisari,,,2022-05-27
False,1,1653648807,1653648807,72404274,72404130,CC BY-SA 4.0,453,12023921,registered,,https://lh3.googleusercontent.com/-5928CLxN8Ks/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reK2nUcX-gXxfeYrbTAABBwXmG07Q/photo.jpg?sz=256,fam-woodpecker,https://stackoverflow.com/users/12023921/fam-woodpecker,,,2022-05-27
False,0,1653648325,1653648325,72404171,72404080,CC BY-SA 4.0,451619,1863229,registered,58.0,https://i.stack.imgur.com/4sh1l.png?s=256&g=1,Tim Biegeleisen,https://stackoverflow.com/users/1863229/tim-biegeleisen,,,2022-05-27
False,0,1653648316,1653648316,72404167,72404080,CC BY-SA 4.0,25,18211488,registered,,https://www.gravatar.com/avatar/4bcde592e4739b0200225c8e7b7fc2db?s=256&d=identicon&r=PG&f=1,new2cod3,https://stackoverflow.com/users/18211488/new2cod3,,,2022-05-27
True,2,1653646870,1653633714,72401428,72400165,CC BY-SA 4.0,52627,12833166,registered,,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,1653646870.0,,2022-05-27
False,1,1653645339,1653645339,72403603,72403021,CC BY-SA 4.0,497,3760994,registered,,https://i.stack.imgur.com/TTBi7.jpg?s=256&g=1,Augusto Sisa,https://stackoverflow.com/users/3760994/augusto-sisa,,,2022-05-27
True,1,1653643811,1653643811,72403299,72403031,CC BY-SA 4.0,151,18927125,registered,,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-27
False,1,1653642945,1653642945,72403122,72403031,CC BY-SA 4.0,1124,4804026,registered,54.0,https://www.gravatar.com/avatar/a907a7eb09c692462a43c5d792580f19?s=256&d=identicon&r=PG&f=1,AndyMoore,https://stackoverflow.com/users/4804026/andymoore,,,2022-05-27
False,1,1653641764,1653641764,72402902,72402671,CC BY-SA 4.0,21,15550247,registered,,https://www.gravatar.com/avatar/ed3ba921312d427f5c3695c974247c5a?s=256&d=identicon&r=PG&f=1,aels747,https://stackoverflow.com/users/15550247/aels747,,,2022-05-27
True,3,1653641441,1653641441,72402843,72402671,CC BY-SA 4.0,21609,10785975,registered,,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,,,2022-05-27
True,1,1653639051,1653638533,72402281,72399477,CC BY-SA 4.0,561196,3832970,registered,,https://i.stack.imgur.com/IFOp5.jpg?s=256&g=1,Wiktor Stribiżew,https://stackoverflow.com/users/3832970/wiktor-stribi%c5%bcew,1653639051.0,,2022-05-27
True,2,1653636320,1653635945,72401807,72401746,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653636320.0,,2022-05-27
False,1,1653634843,1653634843,72401612,72401499,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,1,1653632205,1653632205,72401203,72400748,CC BY-SA 4.0,5412,3741571,registered,2.0,https://i.stack.imgur.com/0WXuV.jpg?s=256&g=1,chenzhongpu,https://stackoverflow.com/users/3741571/chenzhongpu,,,2022-05-27
False,0,1653632154,1653631299,72401090,72400813,CC BY-SA 4.0,106,19209498,registered,,https://www.gravatar.com/avatar/fe54ebfffcb9869041ef5d179cef56d9?s=256&d=identicon&r=PG,tripp,https://stackoverflow.com/users/19209498/tripp,1653632154.0,,2022-05-27
False,1,1653631455,1653631455,72401107,72400748,CC BY-SA 4.0,6844,3888719,registered,100.0,https://i.stack.imgur.com/J9MjX.jpg?s=256&g=1,Michael Delgado,https://stackoverflow.com/users/3888719/michael-delgado,,,2022-05-27
True,3,1653629999,1653629999,72400919,72400813,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,1,1653629805,1653628806,72400788,72400752,CC BY-SA 4.0,729374,2901002,registered,97.0,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653629805.0,,2022-05-27
False,0,1653626242,1653626242,72400516,72400452,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
